id_net	tf	tg	status	org_reference	id_net_reference	count_org_reference	string	tu_unit
22_new	WP_000055337.1	WP_000055337.1	New	Bacsu	747	1	F	67_tu
27	WP_000055337.1	WP_000064778.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	10_tu
28	WP_000055337.1	WP_000066053.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	11_tu
23_new	WP_000055337.1	WP_000072681.1	New	Bacsu	744	1	F	67_tu
29	WP_000055337.1	WP_000073180.1	Known	Bacsu	2465	1	F	52_tu
25_new	WP_000055337.1	WP_000073195.1	New	Bacsu	2481	1	F	12_tu
30	WP_000055337.1	WP_000076036.1	Known	Bacsu	185	1	F	13_tu
31	WP_000055337.1	WP_000077317.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
32	WP_000055337.1	WP_000082539.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	14_tu
33	WP_000055337.1	WP_000094583.1	Known	Bacsu	1123	1	NOT_STRAND	NOT_TU_REFER
28_new	WP_000055337.1	WP_000123165.1	New	Bacsu	2313	1	NOT_STRAND	NOT_TU_REFER
34	WP_000055337.1	WP_000127595.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	66_tu
35	WP_000055337.1	WP_000140050.1	Known	Bacsu	2376	1	F	41_tu
36	WP_000055337.1	WP_000141109.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
37	WP_000055337.1	WP_000149278.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
38	WP_000055337.1	WP_000153613.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	31_tu
39	WP_000055337.1	WP_000154683.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	15_tu
30_new	WP_000055337.1	WP_000159750.1	New	Bacsu	2479	1	NOT_STRAND	NOT_TU_REFER
40	WP_000055337.1	WP_000161369.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	16_tu
41	WP_000055337.1	WP_000163523.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
42	WP_000055337.1	WP_000163628.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	31_tu
31_new	WP_000055337.1	WP_000167314.1	New	Bacsu	1376	1	F	17_tu
32_new	WP_000055337.1	WP_000167867.1	New	Bacsu	656	1	R	18_tu
33_new	WP_000055337.1	WP_000170162.1	New	Bacsu	2293	1	NOT_STRAND	NOT_TU_REFER
43	WP_000055337.1	WP_000170491.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	19_tu
44	WP_000055337.1	WP_000171919.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	20_tu
45	WP_000055337.1	WP_000173833.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	31_tu
46	WP_000055337.1	WP_000175854.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
34_new	WP_000055337.1	WP_000177465.1	New	Bacsu	1060	1	NOT_STRAND	NOT_TU_REFER
47	WP_000055337.1	WP_000183717.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	21_tu
48	WP_000055337.1	WP_000183771.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	22_tu
49	WP_000055337.1	WP_000186309.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	23_tu
50	WP_000055337.1	WP_000186490.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	24_tu
51	WP_000055337.1	WP_000193751.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
52	WP_000055337.1	WP_000195907.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
53	WP_000055337.1	WP_000196911.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	74_tu
54	WP_000055337.1	WP_000197018.1	Known	Bacsu	837	1	F	41_tu
55	WP_000055337.1	WP_000200684.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	25_tu
56	WP_000055337.1	WP_000202034.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
57	WP_000055337.1	WP_000207623.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
58	WP_000055337.1	WP_000210817.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	10_tu
59	WP_000055337.1	WP_000214278.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
60	WP_000055337.1	WP_000216856.1	Known	Bacsu	180	1	NOT_STRAND	NOT_TU_REFER
61	WP_000055337.1	WP_000216946.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	66_tu
62	WP_000055337.1	WP_000221945.1	Known	Bacsu	1126	1	NOT_STRAND	NOT_TU_REFER
63	WP_000055337.1	WP_000239647.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
64	WP_000055337.1	WP_000240580.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	72_tu
65	WP_000055337.1	WP_000249839.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
66	WP_000055337.1	WP_000253231.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	26_tu
67	WP_000055337.1	WP_000255551.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	27_tu
38_new	WP_000055337.1	WP_000259692.1	New	Bacsu	1595	1	R	28_tu
39_new	WP_000055337.1	WP_000264071.1	New	Bacsu	1044	1	NOT_STRAND	NOT_TU_REFER
40_new	WP_000055337.1	WP_000277968.1	New	Bacsu	1058	1	NOT_STRAND	NOT_TU_REFER
68	WP_000055337.1	WP_000287265.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	29_tu
69	WP_000055337.1	WP_000291420.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	30_tu
70	WP_000055337.1	WP_000350970.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	31_tu
41_new	WP_000055337.1	WP_000379044.1	New	Bacsu	745	1	F	67_tu
71	WP_000055337.1	WP_000381269.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	32_tu
72	WP_000055337.1	WP_000389524.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
73	WP_000055337.1	WP_000389956.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	33_tu
74	WP_000055337.1	WP_000398941.1	Known	Bacsu,Bacsu	2384,2392	1	R	34_tu
75	WP_000055337.1	WP_000403915.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	35_tu
43_new	WP_000055337.1	WP_000406838.1	New	Bacsu	708	1	R	36_tu
76	WP_000055337.1	WP_000413171.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
77	WP_000055337.1	WP_000427767.1	Known	Bacsu	635	1	F	69_tu
78	WP_000055337.1	WP_000429674.1	Known	Bacsu	2488	1	NOT_STRAND	NOT_TU_REFER
46_new	WP_000055337.1	WP_000432017.1	New	Bacsu	2361	1	NOT_STRAND	NOT_TU_REFER
47_new	WP_000055337.1	WP_000432078.1	New	Bacsu	1591	1	NOT_STRAND	NOT_TU_REFER
79	WP_000055337.1	WP_000446299.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
48_new	WP_000055337.1	WP_000448224.1	New	Bacsu	2365	1	NOT_STRAND	NOT_TU_REFER
49_new	WP_000055337.1	WP_000455988.1	New	Bacsu	2372	1	NOT_STRAND	NOT_TU_REFER
80	WP_000055337.1	WP_000459062.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
81	WP_000055337.1	WP_000486810.1	Known	Bacsu	2623	1	R	38_tu
51_new	WP_000055337.1	WP_000491986.1	New	Bacsu	2570	1	R	39_tu
82	WP_000055337.1	WP_000503590.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	42_tu
83	WP_000055337.1	WP_000517183.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	40_tu
84	WP_000055337.1	WP_000520231.1	Known	Bacsu	1180	1	F	44_tu
85	WP_000055337.1	WP_000521533.1	Known	Bacsu	2374	1	F	41_tu
86	WP_000055337.1	WP_000531823.1	Known	Bacsu	1129	1	NOT_STRAND	NOT_TU_REFER
87	WP_000055337.1	WP_000534425.1	Known	Bacsu	790	1	NOT_STRAND	NOT_TU_REFER
56_new	WP_000055337.1	WP_000545370.1	New	Bacsu	2291	1	NOT_STRAND	NOT_TU_REFER
57_new	WP_000055337.1	WP_000545928.1	New	Bacsu	358	1	NOT_STRAND	NOT_TU_REFER
88	WP_000055337.1	WP_000551342.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	42_tu
89	WP_000055337.1	WP_000565304.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
58_new	WP_000055337.1	WP_000568351.1	New	Bacsu	704	1	R	36_tu
90	WP_000055337.1	WP_000569120.1	Known	Bacsu,Bacsu	2380,2388	1	R	34_tu
91	WP_000055337.1	WP_000570687.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	43_tu
92	WP_000055337.1	WP_000571207.1	Known	Bacsu	1179	1	F	44_tu
93	WP_000055337.1	WP_000571742.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	19_tu
94	WP_000055337.1	WP_000590809.1	Known	Bacsu	2305	1	NOT_STRAND	NOT_TU_REFER
95	WP_000055337.1	WP_000592596.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	19_tu
62_new	WP_000055337.1	WP_000600387.1	New	Bacsu	2571	1	F	45_tu
96	WP_000055337.1	WP_000604816.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	31_tu
63_new	WP_000055337.1	WP_000610051.1	New	Bacsu	2697	1	NOT_STRAND	NOT_TU_REFER
64_new	WP_000055337.1	WP_000612126.1	New	Bacsu	1542	1	NOT_STRAND	NOT_TU_REFER
97	WP_000055337.1	WP_000624945.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	46_tu
98	WP_000055337.1	WP_000625061.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	16_tu
99	WP_000055337.1	WP_000635623.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	19_tu
100	WP_000055337.1	WP_000639184.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	19_tu
101	WP_000055337.1	WP_000640266.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	19_tu
102	WP_000055337.1	WP_000649908.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
103	WP_000055337.1	WP_000655692.1	Known	Bacsu	2348	1	NOT_STRAND	NOT_TU_REFER
104	WP_000055337.1	WP_000660045.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	11_tu
105	WP_000055337.1	WP_000663030.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	47_tu
106	WP_000055337.1	WP_000668175.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
66_new	WP_000055337.1	WP_000681757.1	New	Bacsu	627	1	NOT_STRAND	NOT_TU_REFER
67_new	WP_000055337.1	WP_000688122.1	New	Bacsu	1045	1	F	48_tu
107	WP_000055337.1	WP_000688492.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
108	WP_000055337.1	WP_000698231.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
109	WP_000055337.1	WP_000718953.1	Known	Bacsu	1132	1	NOT_STRAND	NOT_TU_REFER
110	WP_000055337.1	WP_000721551.1	Known	Bacsu	2390	1	R	34_tu
111	WP_000055337.1	WP_000723436.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	49_tu
112	WP_000055337.1	WP_000723836.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	72_tu
113	WP_000055337.1	WP_000728170.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	50_tu
70_new	WP_000055337.1	WP_000729744.1	New	Bacsu	60	1	F	51_tu
114	WP_000055337.1	WP_000732324.1	Known	Bacsu	1181	1	F	44_tu
115	WP_000055337.1	WP_000735864.1	Known	Bacsu	2312	1	F	52_tu
116	WP_000055337.1	WP_000745087.1	Known	Bacsu	2242	1	R	53_tu
117	WP_000055337.1	WP_000768192.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	31_tu
118	WP_000055337.1	WP_000776312.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	26_tu
119	WP_000055337.1	WP_000777577.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	54_tu
120	WP_000055337.1	WP_000779504.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	55_tu
74_new	WP_000055337.1	WP_000781162.1	New	Bacsu	1099	1	R	56_tu
121	WP_000055337.1	WP_000786734.1	Known	Bacsu	2377	1	F	41_tu
122	WP_000055337.1	WP_000808849.1	Known	Bacsu	2441	1	F	30_tu
123	WP_000055337.1	WP_000809514.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	57_tu
124	WP_000055337.1	WP_000824948.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	58_tu
125	WP_000055337.1	WP_000825098.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
77_new	WP_000055337.1	WP_000828719.1	New	Bacsu,Bacsu	2550,2622	1	F	59_tu
78_new	WP_000055337.1	WP_000829167.1	New	Bacsu	2256	1	NOT_STRAND	NOT_TU_REFER
126	WP_000055337.1	WP_000829632.1	Known	Bacsu,Bacsu	835,2375	1	F	41_tu
127	WP_000055337.1	WP_000850015.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
128	WP_000055337.1	WP_000862095.1	Known	Bacsu	8	1	R	60_tu
129	WP_000055337.1	WP_000863556.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	61_tu
130	WP_000055337.1	WP_000865624.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	62_tu
131	WP_000055337.1	WP_000868645.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
81_new	WP_000055337.1	WP_000868999.1	New	Bacsu	2457	1	F	63_tu
82_new	WP_000055337.1	WP_000872660.1	New	Bacsu	2464	1	NOT_STRAND	NOT_TU_REFER
132	WP_000055337.1	WP_000874681.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	64_tu
133	WP_000055337.1	WP_000876826.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
134	WP_000055337.1	WP_000877369.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	72_tu
83_new	WP_000055337.1	WP_000887920.1	New	Bacsu	2542	1	NOT_STRAND	NOT_TU_REFER
84_new	WP_000055337.1	WP_000908182.1	New	Bacsu	1714	1	NOT_STRAND	NOT_TU_REFER
135	WP_000055337.1	WP_000915997.1	Known	Bacsu	630	1	F	69_tu
136	WP_000055337.1	WP_000930649.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	19_tu
137	WP_000055337.1	WP_000940790.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
138	WP_000055337.1	WP_000944149.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	19_tu
139	WP_000055337.1	WP_000948974.1	Known	Bacsu	2386	1	R	34_tu
87_new	WP_000055337.1	WP_000957020.1	New	Bacsu	2394	1	NOT_STRAND	NOT_TU_REFER
140	WP_000055337.1	WP_000991018.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
88_new	WP_000055337.1	WP_000998753.1	New	Bacsu	1063	1	R	65_tu
141	WP_000055337.1	WP_001003789.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	66_tu
89_new	WP_000055337.1	WP_001015601.1	New	Bacsu	746	1	F	67_tu
142	WP_000055337.1	WP_001016004.1	Known	Bacsu	2217	1	NOT_STRAND	NOT_TU_REFER
143	WP_000055337.1	WP_001028283.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
144	WP_000055337.1	WP_001041351.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	31_tu
145	WP_000055337.1	WP_001052270.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	68_tu
146	WP_000055337.1	WP_001065591.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	19_tu
147	WP_000055337.1	WP_001067052.1	Known	Bacsu	633	1	F	69_tu
148	WP_000055337.1	WP_001094921.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
92_new	WP_000055337.1	WP_001096633.1	New	Bacsu	706	1	R	36_tu
149	WP_000055337.1	WP_001105696.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
93_new	WP_000055337.1	WP_001118725.1	New	Bacsu	2364	1	NOT_STRAND	NOT_TU_REFER
94_new	WP_000055337.1	WP_001123303.1	New	Bacsu	2698	1	R	71_tu
150	WP_000055337.1	WP_001126606.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	46_tu
151	WP_000055337.1	WP_001159430.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	72_tu
152	WP_000055337.1	WP_001180280.1	Known	Bacsu	632	1	F	69_tu
153	WP_000055337.1	WP_001184011.1	Known	Bacsu	2219	1	NOT_STRAND	NOT_TU_REFER
97_new	WP_000055337.1	WP_001196362.1	New	Bacsu	1593	1	NOT_STRAND	NOT_TU_REFER
154	WP_000055337.1	WP_001216898.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
155	WP_000055337.1	WP_001221646.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
156	WP_000055337.1	WP_001225022.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
98_new	WP_000055337.1	WP_001226823.1	New	Bacsu	1069	1	R	65_tu
157	WP_000055337.1	WP_001230679.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
158	WP_000055337.1	WP_001237629.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	73_tu
159	WP_000055337.1	WP_001255461.1	Known	Bacsu	2466	1	F	52_tu
160	WP_000055337.1	WP_001255780.1	Known	Bacsu	184	1	F	74_tu
161	WP_000055337.1	WP_001269921.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	26_tu
162	WP_000055337.1	WP_001276571.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
163	WP_000055337.1	WP_001287099.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
101_new	WP_000055337.1	WP_001288675.1	New	Bacsu	2572	1	F	75_tu
164	WP_000055337.1	WP_001291020.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
165	WP_000055337.1	WP_001291497.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	21_tu
102_new	WP_000055337.1	WP_001291533.1	New	Bacsu	1158	1	R	36_tu
166	WP_000055337.1	WP_001557587.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	76_tu
167	WP_000055337.1	WP_001827022.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	77_tu
15_tu	WP_000055337.1	WP_011443634.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	15_tu
103_new	WP_000055337.1	WP_012840521.1	New	Bacsu	2314	1	NOT_STRAND	NOT_TU_REFER
168	WP_000055337.1	WP_072399972.1	Known	Bacsu	1075	1	NOT_STRAND	NOT_TU_REFER
105_new	WP_000064078.1	WP_000031401.1	New	Bacsu	95	1	F	78_tu
106_new	WP_000064078.1	WP_000032657.1	New	Bacsu	1728	1	NOT_STRAND	NOT_TU_REFER
84_tu	WP_000064078.1	WP_000034961.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	84_tu
107_new	WP_000064078.1	WP_000064078.1	New	Bacsu,Ecoli,Salmon	1360,3250,254	3	R	87_tu
108_new	WP_000064078.1	WP_000078092.1	New	Ecoli	3236	1	NOT_STRAND	NOT_TU_REFER
109_new	WP_000064078.1	WP_000079447.1	New	Ecoli	3261	1	R	86_tu
110_new	WP_000064078.1	WP_000080028.1	New	Bacsu	573	1	R	89_tu
111_new	WP_000064078.1	WP_000120368.1	New	Ecoli	3256	1	NOT_STRAND	NOT_TU_REFER
84_tu	WP_000064078.1	WP_000162661.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	84_tu
84_tu	WP_000064078.1	WP_000166892.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	84_tu
112_new	WP_000064078.1	WP_000173891.1	New	Bacsu	2012	1	F	79_tu
113_new	WP_000064078.1	WP_000204619.1	New	Ecoli	3262	1	R	86_tu
114_new	WP_000064078.1	WP_000448224.1	New	Bacsu	1211	1	NOT_STRAND	NOT_TU_REFER
115_new	WP_000064078.1	WP_000450297.1	New	Ecoli	3260	1	R	86_tu
116_new	WP_000064078.1	WP_000467123.1	New	Bacsu	94	1	NOT_STRAND	NOT_TU_REFER
117_new	WP_000064078.1	WP_000481443.1	New	Ecoli	3266	1	F	80_tu
78_tu	WP_000064078.1	WP_000538766.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	78_tu
118_new	WP_000064078.1	WP_000562498.1	New	Bacsu	1225	1	F	81_tu
119_new	WP_000064078.1	WP_000691301.1	New	Ecoli	3265	1	F	82_tu
120_new	WP_000064078.1	WP_000692521.1	New	Bacsu	228	1	F	83_tu
121_new	WP_000064078.1	WP_000737162.1	New	Bacsu	799	1	NOT_STRAND	NOT_TU_REFER
82_tu	WP_000064078.1	WP_000803135.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	82_tu
122_new	WP_000064078.1	WP_000818915.1	New	Ecoli,Ecoli,Salmon	3271,3272,260	2	F	84_tu
123_new	WP_000064078.1	WP_000855514.1	New	Bacsu	1224	1	F	83_tu
124_new	WP_000064078.1	WP_000953755.1	New	Ecoli	3249	1	NOT_STRAND	NOT_TU_REFER
125_new	WP_000064078.1	WP_000954799.1	New	Bacsu	171	1	NOT_STRAND	NOT_TU_REFER
126_new	WP_000064078.1	WP_000958858.1	New	Ecoli,Ecoli,Salmon	3275,3276,259	2	F	85_tu
127_new	WP_000064078.1	WP_000974847.1	New	Ecoli	3255	1	R	86_tu
128_new	WP_000064078.1	WP_000987774.1	New	Bacsu	1362	1	R	87_tu
129_new	WP_000064078.1	WP_001031880.1	New	Bacsu	499	1	F	88_tu
130_new	WP_000064078.1	WP_001118725.1	New	Bacsu	223	1	NOT_STRAND	NOT_TU_REFER
131_new	WP_000064078.1	WP_015445861.1	New	Bacsu	2034	1	R	89_tu
132_new	WP_000073195.1	WP_000073195.1	New	Bacsu	2482	1	F	90_tu
133_new	WP_000073195.1	WP_000159750.1	New	Bacsu	2480	1	NOT_STRAND	NOT_TU_REFER
134_new	WP_000073195.1	WP_000432017.1	New	Bacsu	2362	1	NOT_STRAND	NOT_TU_REFER
135_new	WP_000080028.1	WP_000031490.1	New	Bacsu	2180	1	F	92_tu
136_new	WP_000080028.1	WP_000064078.1	New	Bacsu	282	1	R	98_tu
137_new	WP_000080028.1	WP_000079447.1	New	Bacsu	1289	1	NOT_STRAND	NOT_TU_REFER
