id_net	tf	tg	status	org_reference	id_net_reference	count_org_reference	string	tu_unit
22_new	NP_248857.1	NP_248857.1	New	Ecoli,Salmon	3541,2714	2	F	16_tu
16_tu	NP_248857.1	NP_248858.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	16_tu
23_new	NP_248857.1	NP_248976.1	New	Ecoli	3533	1	R	17_tu
24_new	NP_248857.1	NP_250886.1	New	Ecoli,Salmon	3532,2717	2	F	18_tu
25_new	NP_248857.1	NP_251622.1	New	Ecoli,Salmon	3531,2716	2	F	19_tu
19_tu	NP_248857.1	NP_251623.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	19_tu
19_tu	NP_248857.1	NP_251624.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	19_tu
26_new	NP_248857.1	NP_251916.1	New	Ecoli	3537	1	NOT_STRAND	NOT_TU_REFER
27_new	NP_248857.1	NP_252214.1	New	Ecoli,Salmon	3530,2715	2	F	20_tu
28_new	NP_248857.1	NP_252781.1	New	Ecoli	3539	1	NOT_STRAND	NOT_TU_REFER
29_new	NP_248857.1	NP_252848.1	New	Ecoli	3527	1	F	21_tu
21_tu	NP_248857.1	NP_252849.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	21_tu
21_tu	NP_248857.1	NP_252850.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	21_tu
30_new	NP_248857.1	NP_253444.1	New	Ecoli,Salmon	3526,2713	2	NOT_STRAND	NOT_TU_REFER
31_new	NP_248857.1	NP_253446.1	New	Ecoli,Salmon	3525,2712	2	NOT_STRAND	NOT_TU_REFER
32_new	NP_248857.1	NP_254194.1	New	Ecoli	3535	1	NOT_STRAND	NOT_TU_REFER
33_new	NP_248927.1	NP_248927.1	New	Ecoli,Salmon	2257,2656	2	F	22_tu
34_new	NP_248927.1	NP_250067.1	New	Ecoli,Salmon	2256,2654	2	R	23_tu
35_new	NP_248959.1/NP_252854.1	NP_248959.1	New	Bacsu	2551	1	R	24_tu
36_new	NP_248959.1/NP_252854.1	NP_252854.1	New	Bacsu	2510	1	R	25_tu
37_new	NP_248966.1	NP_064722.1	New	Myctu	400	1	NOT_STRAND	NOT_TU_REFER
38_new	NP_248966.1	NP_064724.1	New	Myctu	1991	1	NOT_STRAND	NOT_TU_REFER
39_new	NP_248966.1	NP_248707.1	New	Myctu	2019	1	NOT_STRAND	NOT_TU_REFER
40_new	NP_248966.1	NP_248708.1	New	Myctu	457	1	NOT_STRAND	NOT_TU_REFER
41_new	NP_248966.1	NP_248709.1	New	Myctu	412	1	NOT_STRAND	NOT_TU_REFER
42_new	NP_248966.1	NP_248910.1	New	Myctu	501	1	F	26_tu
26_tu	NP_248966.1	NP_248911.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	26_tu
26_tu	NP_248966.1	NP_248912.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	26_tu
43_new	NP_248966.1	NP_248941.1	New	Myctu	490	1	R	27_tu
44_new	NP_248966.1	NP_248966.1	New	Myctu	527	1	R	28_tu
45_new	NP_248966.1	NP_248988.1	New	Myctu	2039	1	F	29_tu
29_tu	NP_248966.1	NP_248989.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	29_tu
29_tu	NP_248966.1	NP_248990.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	29_tu
46_new	NP_248966.1	NP_249243.1	New	Myctu	459	1	NOT_STRAND	NOT_TU_REFER
47_new	NP_248966.1	NP_249526.1	New	Myctu	2004	1	R	30_tu
48_new	NP_248966.1	NP_249527.1	New	Myctu	411	1	R	30_tu
49_new	NP_248966.1	NP_249874.1	New	Myctu	494	1	F	31_tu
50_new	NP_248966.1	NP_249899.1	New	Myctu	2041	1	F	32_tu
51_new	NP_248966.1	NP_249931.1	New	Myctu	520	1	NOT_STRAND	NOT_TU_REFER
52_new	NP_248966.1	NP_249995.1	New	Myctu	415	1	R	33_tu
53_new	NP_248966.1	NP_250028.1	New	Myctu	461	1	R	34_tu
34_tu	NP_248966.1	NP_250029.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	34_tu
54_new	NP_248966.1	NP_250228.1	New	Myctu	2043	1	R	35_tu
35_tu	NP_248966.1	NP_250229.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	35_tu
55_new	NP_248966.1	NP_250253.1	New	Myctu	460	1	R	36_tu
56_new	NP_248966.1	NP_250257.1	New	Myctu	2040	1	NOT_STRAND	NOT_TU_REFER
57_new	NP_248966.1	NP_250271.1	New	Myctu	434	1	R	37_tu
58_new	NP_248966.1	NP_250274.1	New	Myctu	515	1	NOT_STRAND	NOT_TU_REFER
59_new	NP_248966.1	NP_250275.1	New	Myctu	516	1	NOT_STRAND	NOT_TU_REFER
60_new	NP_248966.1	NP_250276.1	New	Myctu	451	1	F	38_tu
61_new	NP_248966.1	NP_250277.1	New	Myctu	479	1	F	38_tu
62_new	NP_248966.1	NP_250278.1	New	Myctu	417	1	F	38_tu
63_new	NP_248966.1	NP_250279.1	New	Myctu	436	1	F	39_tu
64_new	NP_248966.1	NP_250280.1	New	Myctu	437	1	F	39_tu
65_new	NP_248966.1	NP_250322.1	New	Myctu	510	1	NOT_STRAND	NOT_TU_REFER
66_new	NP_248966.1	NP_250340.1	New	Myctu	2038	1	F	40_tu
67_new	NP_248966.1	NP_250484.1	New	Myctu	402	1	NOT_STRAND	NOT_TU_REFER
68_new	NP_248966.1	NP_250534.1	New	Myctu	478	1	NOT_STRAND	NOT_TU_REFER
69_new	NP_248966.1	NP_250640.1	New	Myctu	493	1	NOT_STRAND	NOT_TU_REFER
70_new	NP_248966.1	NP_250674.1	New	Myctu	416	1	NOT_STRAND	NOT_TU_REFER
71_new	NP_248966.1	NP_250713.1	New	Myctu	1593	1	NOT_STRAND	NOT_TU_REFER
72_new	NP_248966.1	NP_250788.1	New	Myctu	2042	1	NOT_STRAND	NOT_TU_REFER
73_new	NP_248966.1	NP_250938.1	New	Myctu	2546	1	NOT_STRAND	NOT_TU_REFER
74_new	NP_248966.1	NP_250939.1	New	Myctu	1609	1	NOT_STRAND	NOT_TU_REFER
75_new	NP_248966.1	NP_251030.1	New	Myctu	448	1	NOT_STRAND	NOT_TU_REFER
76_new	NP_248966.1	NP_251641.1	New	Myctu	503	1	R	41_tu
77_new	NP_248966.1	NP_251642.1	New	Myctu	504	1	R	41_tu
78_new	NP_248966.1	NP_251715.1	New	Myctu	512	1	NOT_STRAND	NOT_TU_REFER
79_new	NP_248966.1	NP_251809.2	New	Myctu	456	1	NOT_STRAND	NOT_TU_REFER
80_new	NP_248966.1	NP_251858.1	New	Myctu	401	1	NOT_STRAND	NOT_TU_REFER
81_new	NP_248966.1	NP_251877.1	New	Myctu	449	1	NOT_STRAND	NOT_TU_REFER
82_new	NP_248966.1	NP_251885.1	New	Myctu	458	1	F	42_tu
83_new	NP_248966.1	NP_251967.1	New	Myctu	430	1	R	43_tu
84_new	NP_248966.1	NP_252107.1	New	Myctu	2547	1	NOT_STRAND	NOT_TU_REFER
85_new	NP_248966.1	NP_252272.1	New	Myctu	528	1	NOT_STRAND	NOT_TU_REFER
86_new	NP_248966.1	NP_252438.1	New	Myctu	443	1	F	44_tu
87_new	NP_248966.1	NP_252442.1	New	Myctu	521	1	NOT_STRAND	NOT_TU_REFER
88_new	NP_248966.1	NP_252447.1	New	Myctu	517	1	NOT_STRAND	NOT_TU_REFER
89_new	NP_248966.1	NP_252458.1	New	Myctu	518	1	R	45_tu
90_new	NP_248966.1	NP_252459.1	New	Myctu	519	1	R	46_tu
91_new	NP_248966.1	NP_252607.1	New	Myctu	2545	1	NOT_STRAND	NOT_TU_REFER
92_new	NP_248966.1	NP_252658.1	New	Myctu	2534	1	F	47_tu
93_new	NP_248966.1	NP_252757.1	New	Myctu	523	1	R	48_tu
48_tu	NP_248966.1	NP_252758.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	48_tu
94_new	NP_248966.1	NP_252887.1	New	Myctu	508	1	F	49_tu
95_new	NP_248966.1	NP_252961.1	New	Myctu	2010	1	R	50_tu
96_new	NP_248966.1	NP_252962.1	New	Myctu	423	1	R	51_tu
97_new	NP_248966.1	NP_253296.1	New	Myctu	506	1	NOT_STRAND	NOT_TU_REFER
98_new	NP_248966.1	NP_253436.1	New	Myctu	2020	1	NOT_STRAND	NOT_TU_REFER
99_new	NP_248966.1	NP_253452.1	New	Myctu	487	1	R	52_tu
100_new	NP_248966.1	NP_253806.1	New	Myctu	480	1	F	53_tu
101_new	NP_248966.1	NP_253915.1	New	Myctu	1600	1	F	54_tu
102_new	NP_248966.1	NP_254112.1	New	Myctu	2048	1	R	55_tu
103_new	NP_248966.1	NP_254113.1	New	Myctu	2047	1	R	55_tu
104_new	NP_248966.1	NP_254233.1	New	Myctu	2542	1	R	56_tu
105_new	NP_248970.1	NP_248970.1	New	Bacsu	2513	1	F	57_tu
679	NP_248980.1	NP_248978.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	58_tu
678	NP_248980.1	NP_248979.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	58_tu
680,681	NP_248980.1	NP_248980.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	58_tu
14	NP_248985.1	NP_248983.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	59_tu
15	NP_248985.1	NP_248984.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	59_tu
106_new	NP_249061.1	NP_249054.1	New	Bacsu	2257	1	R	60_tu
107_new	NP_249061.1	NP_249061.1	New	Bacsu	2593	1	R	61_tu
61_tu	NP_249061.1	NP_249062.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	61_tu
61_tu	NP_249061.1	NP_249063.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	61_tu
108_new	NP_249094.1	NP_249092.1	New	Bacsu,Staph	1320,4	2	R	62_tu
109_new	NP_249094.1	NP_249093.1	New	Bacsu,Staph	264,6	2	R	62_tu
110_new	NP_249094.1	NP_249094.1	New	Bacsu	266	1	R	62_tu
111_new	NP_249094.1	NP_251566.1	New	Bacsu,Staph	1323,3	2	R	63_tu
112_new	NP_249094.1	NP_253336.1	New	Bacsu,Staph	265,9	2	NOT_STRAND	NOT_TU_REFER
113_new	NP_249094.1	NP_253444.1	New	Bacsu,Staph	1319,8	2	NOT_STRAND	NOT_TU_REFER
114_new	NP_249094.1	NP_253446.1	New	Bacsu,Staph	1318,10	2	NOT_STRAND	NOT_TU_REFER
115_new	NP_249107.1	NP_249107.1	New	Bacsu	2485	1	NOT_STRAND	NOT_TU_REFER
116_new	NP_249107.1	NP_249751.1	New	Bacsu	2484	1	F	64_tu
64_tu	NP_249107.1	NP_249752.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	64_tu
64_tu	NP_249107.1	NP_249753.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	64_tu
64_tu	NP_249107.1	NP_249754.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	64_tu
857,858,864	NP_249115.1	NP_249115.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	65_tu
859	NP_249115.1	NP_249116.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	66_tu
860	NP_249115.1	NP_249117.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	66_tu
863	NP_249115.1	NP_249118.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	66_tu
861	NP_249115.1	NP_251182.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	67_tu
862	NP_249115.1	NP_252410.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	68_tu
117_new	NP_249139.1	NP_249070.1	New	Salmon	1761	1	F	69_tu
118_new	NP_249139.1	NP_249139.1	New	Ecoli,Salmon	2159,1762	2	F	70_tu
70_tu	NP_249139.1	NP_249140.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
119_new	NP_249139.1	NP_250254.1	New	Salmon	1760	1	F	71_tu
71_tu	NP_249139.1	NP_250255.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	71_tu
120_new	NP_249139.1	NP_253900.1	New	Ecoli,Ecoli,Salmon	2162,2163,1763	2	R	72_tu
121_new	NP_249139.1	NP_253901.1	New	Ecoli,Ecoli,Salmon	2160,2161,1764	2	R	73_tu
122_new	NP_249139.1	NP_253902.1	New	Ecoli,Ecoli,Salmon	2164,2165,1765	2	R	73_tu
123_new	NP_249147.1	NP_064724.1	New	Myctu	1988	1	NOT_STRAND	NOT_TU_REFER
124_new	NP_249147.1	NP_251858.1	New	Myctu	399	1	NOT_STRAND	NOT_TU_REFER
125_new	NP_249154.1	NP_249065.1	New	Myctu	2183	1	NOT_STRAND	NOT_TU_REFER
126_new	NP_249154.1	NP_249154.1	New	Myctu	27	1	NOT_STRAND	NOT_TU_REFER
127_new	NP_249154.1	NP_249156.1	New	Ecoli	1147	1	F	74_tu
74_tu	NP_249154.1	NP_249157.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	74_tu
128_new	NP_249154.1	NP_249271.1	New	Myctu	780	1	F	75_tu
129_new	NP_249154.1	NP_249424.1	New	Myctu	2195	1	R	76_tu
76_tu	NP_249154.1	NP_249425.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	76_tu
76_tu	NP_249154.1	NP_249426.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	76_tu
76_tu	NP_249154.1	NP_249427.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	76_tu
130_new	NP_249154.1	NP_249483.1	New	Myctu	2134	1	R	77_tu
131_new	NP_249154.1	NP_249486.1	New	Myctu	728	1	R	78_tu
132_new	NP_249154.1	NP_249539.1	New	Myctu	789	1	F	79_tu
133_new	NP_249154.1	NP_249656.1	New	Myctu	776	1	NOT_STRAND	NOT_TU_REFER
134_new	NP_249154.1	NP_249657.1	New	Myctu	2175	1	NOT_STRAND	NOT_TU_REFER
135_new	NP_249154.1	NP_249709.1	New	Myctu	1096	1	NOT_STRAND	NOT_TU_REFER
136_new	NP_249154.1	NP_249736.1	New	Myctu	2208	1	F	80_tu
137_new	NP_249154.1	NP_250064.1	New	Myctu	2156	1	R	81_tu
138_new	NP_249154.1	NP_250216.1	New	Myctu	1092	1	R	82_tu
139_new	NP_249154.1	NP_250226.1	New	Myctu	2146	1	F	83_tu
140_new	NP_249154.1	NP_250498.1	New	Myctu	35	1	NOT_STRAND	NOT_TU_REFER
141_new	NP_249154.1	NP_250849.1	New	Myctu	745	1	NOT_STRAND	NOT_TU_REFER
142_new	NP_249154.1	NP_250861.1	New	Myctu	749	1	F	84_tu
84_tu	NP_249154.1	NP_250862.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	84_tu
84_tu	NP_249154.1	NP_250863.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	84_tu
143_new	NP_249154.1	NP_250871.1	New	Myctu	2216	1	F	85_tu
144_new	NP_249154.1	NP_250933.1	New	Myctu	1095	1	F	86_tu
86_tu	NP_249154.1	NP_250934.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	86_tu
145_new	NP_249154.1	NP_250998.1	New	Myctu	25	1	NOT_STRAND	NOT_TU_REFER
146_new	NP_249154.1	NP_251029.1	New	Myctu	786	1	F	87_tu
87_tu	NP_249154.1	NP_251030.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	87_tu
87_tu	NP_249154.1	NP_251031.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	87_tu
87_tu	NP_249154.1	NP_251032.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	87_tu
87_tu	NP_249154.1	NP_251033.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	87_tu
87_tu	NP_249154.1	NP_251034.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	87_tu
147_new	NP_249154.1	NP_251381.1	New	Myctu	761	1	R	88_tu
148_new	NP_249154.1	NP_251486.1	New	Ecoli	1151	1	F	89_tu
149_new	NP_249154.1	NP_251502.1	New	Myctu	2179	1	NOT_STRAND	NOT_TU_REFER
150_new	NP_249154.1	NP_251547.1	New	Myctu	34	1	F	90_tu
90_tu	NP_249154.1	NP_251548.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	90_tu
90_tu	NP_249154.1	NP_251549.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	90_tu
151_new	NP_249154.1	NP_251576.1	New	Myctu	2147	1	F	91_tu
152_new	NP_249154.1	NP_251658.1	New	Myctu	2155	1	NOT_STRAND	NOT_TU_REFER
153_new	NP_249154.1	NP_251810.1	New	Myctu	2154	1	R	92_tu
154_new	NP_249154.1	NP_251811.1	New	Myctu	762	1	R	92_tu
155_new	NP_249154.1	NP_251853.1	New	Myctu	2196	1	R	93_tu
156_new	NP_249154.1	NP_251878.1	New	Myctu	2181	1	NOT_STRAND	NOT_TU_REFER
157_new	NP_249154.1	NP_251879.1	New	Myctu	787	1	NOT_STRAND	NOT_TU_REFER
158_new	NP_249154.1	NP_251888.1	New	Myctu	2193	1	R	94_tu
159_new	NP_249154.1	NP_251902.1	New	Myctu	2212	1	NOT_STRAND	NOT_TU_REFER
160_new	NP_249154.1	NP_251991.1	New	Myctu	759	1	F	95_tu
95_tu	NP_249154.1	NP_251992.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	95_tu
161_new	NP_249154.1	NP_252276.1	New	Myctu	2207	1	R	96_tu
162_new	NP_249154.1	NP_252437.1	New	Myctu	1823	1	NOT_STRAND	NOT_TU_REFER
163_new	NP_249154.1	NP_252488.1	New	Myctu	801	1	R	97_tu
164_new	NP_249154.1	NP_252568.1	New	Myctu	1086	1	NOT_STRAND	NOT_TU_REFER
165_new	NP_249154.1	NP_252618.1	New	Myctu	727	1	NOT_STRAND	NOT_TU_REFER
166_new	NP_249154.1	NP_252619.1	New	Myctu	2133	1	NOT_STRAND	NOT_TU_REFER
167_new	NP_249154.1	NP_252670.1	New	Myctu	37	1	F	98_tu
98_tu	NP_249154.1	NP_252671.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	98_tu
98_tu	NP_249154.1	NP_252672.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	98_tu
168_new	NP_249154.1	NP_252945.1	New	Myctu	2167	1	NOT_STRAND	NOT_TU_REFER
169_new	NP_249154.1	NP_252946.1	New	Myctu	2166	1	NOT_STRAND	NOT_TU_REFER
170_new	NP_249154.1	NP_252947.1	New	Myctu	773	1	NOT_STRAND	NOT_TU_REFER
171_new	NP_249154.1	NP_252949.1	New	Myctu	771	1	NOT_STRAND	NOT_TU_REFER
172_new	NP_249154.1	NP_252950.1	New	Myctu	2165	1	NOT_STRAND	NOT_TU_REFER
173_new	NP_249154.1	NP_252951.1	New	Myctu	2164	1	NOT_STRAND	NOT_TU_REFER
174_new	NP_249154.1	NP_252952.1	New	Myctu	2163	1	NOT_STRAND	NOT_TU_REFER
175_new	NP_249154.1	NP_252953.1	New	Myctu	2162	1	NOT_STRAND	NOT_TU_REFER
176_new	NP_249154.1	NP_252954.1	New	Myctu	2161	1	NOT_STRAND	NOT_TU_REFER
177_new	NP_249154.1	NP_252961.1	New	Myctu	2160	1	R	99_tu
178_new	NP_249154.1	NP_252962.1	New	Myctu	770	1	R	100_tu
179_new	NP_249154.1	NP_253056.1	New	Myctu	734	1	F	101_tu
180_new	NP_249154.1	NP_253076.1	New	Myctu	1094	1	NOT_STRAND	NOT_TU_REFER
181_new	NP_249154.1	NP_253132.1	New	Myctu	2141	1	R	102_tu
182_new	NP_249154.1	NP_253133.1	New	Myctu	2140	1	R	102_tu
183_new	NP_249154.1	NP_253299.1	New	Myctu	2210	1	R	103_tu
184_new	NP_249154.1	NP_253428.1	New	Myctu	779	1	R	104_tu
185_new	NP_249154.1	NP_253449.1	New	Myctu	1082	1	R	105_tu
105_tu	NP_249154.1	NP_253450.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	105_tu
186_new	NP_249154.1	NP_253456.1	New	Myctu	791	1	F	106_tu
187_new	NP_249154.1	NP_253575.1	New	Myctu	766	1	R	107_tu
188_new	NP_249154.1	NP_253576.1	New	Myctu	2159	1	R	107_tu
189_new	NP_249154.1	NP_253619.1	New	Myctu	2171	1	R	108_tu
108_tu	NP_249154.1	NP_253620.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	108_tu
190_new	NP_249154.1	NP_253621.1	New	Myctu	2170	1	R	108_tu
108_tu	NP_249154.1	NP_253622.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	108_tu
191_new	NP_249154.1	NP_253681.1	New	Myctu	758	1	R	109_tu
192_new	NP_249154.1	NP_253682.1	New	Myctu	2150	1	R	109_tu
193_new	NP_249154.1	NP_253875.1	New	Myctu	2151	1	NOT_STRAND	NOT_TU_REFER
194_new	NP_249154.1	NP_254037.1	New	Myctu	1090	1	NOT_STRAND	NOT_TU_REFER
195_new	NP_249154.1	NP_254052.1	New	Myctu	29	1	R	110_tu
196_new	NP_249154.1	NP_254053.1	New	Myctu	28	1	R	111_tu
111_tu	NP_249154.1	NP_254054.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	111_tu
111_tu	NP_249154.1	NP_254055.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	111_tu
197_new	NP_249154.1	NP_254098.1	New	Myctu	2143	1	F	112_tu
84_tu	NP_249154.1	YP_008719753.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	84_tu
198_new	NP_249166.1	NP_249166.1	New	Bacsu	1900	1	NOT_STRAND	NOT_TU_REFER
199_new	NP_249178.1	NP_249863.1	New	Ecoli	2652	1	R	113_tu
113_tu	NP_249178.1	NP_249864.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	113_tu
200_new	NP_249178.1	NP_249865.1	New	Ecoli,Salmon	2650,888	2	R	113_tu
113_tu	NP_249178.1	NP_249866.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	113_tu
201_new	NP_249178.1	NP_249867.1	New	Ecoli,Salmon	2654,890	2	R	113_tu
113_tu	NP_249178.1	NP_249868.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	113_tu
202_new	NP_249178.1	NP_250166.1	New	Ecoli	2618	1	F	114_tu
203_new	NP_249178.1	NP_250167.1	New	Ecoli	2619	1	F	114_tu
204_new	NP_249178.1	NP_250168.1	New	Ecoli	2620	1	F	115_tu
115_tu	NP_249178.1	NP_250169.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	115_tu
205_new	NP_249178.1	NP_250170.1	New	Ecoli	2622	1	F	115_tu
206_new	NP_249178.1	NP_250171.1	New	Ecoli	2623	1	F	115_tu
207_new	NP_249178.1	NP_250172.1	New	Ecoli	2624	1	F	115_tu
115_tu	NP_249178.1	NP_250173.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	115_tu
115_tu	NP_249178.1	NP_250174.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	115_tu
208_new	NP_249178.1	NP_250196.1	New	Ecoli,Salmon	2642,875	2	F	116_tu
209_new	NP_249178.1	NP_250552.1	New	Ecoli,Salmon	2649,874	2	R	117_tu
210_new	NP_249178.1	NP_250553.1	New	Ecoli,Salmon	2648,873	2	R	117_tu
211_new	NP_249178.1	NP_250554.1	New	Ecoli,Salmon	2647,872	2	R	117_tu
212_new	NP_249178.1	NP_251719.1	New	Ecoli,Salmon	2643,876	2	NOT_STRAND	NOT_TU_REFER
213_new	NP_249178.1	NP_252567.1	New	Ecoli,Salmon	2658,884	2	F	118_tu
214_new	NP_249178.1	NP_252568.1	New	Ecoli,Salmon	2657,885	2	F	118_tu
118_tu	NP_249178.1	NP_252569.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	118_tu
215_new	NP_249178.1	NP_252605.1	New	Ecoli,Salmon	2646,879	2	R	119_tu
216_new	NP_249178.1	NP_252606.1	New	Ecoli,Salmon	2645,878	2	R	119_tu
217_new	NP_249178.1	NP_252607.1	New	Ecoli,Salmon	2644,877	2	R	119_tu
115_tu	NP_249178.1	YP_008719744.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	115_tu
465	NP_249218.1	NP_248714.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	120_tu
461	NP_249218.1	NP_248715.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	120_tu
481	NP_249218.1	NP_249200.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	121_tu
121_tu	NP_249218.1	NP_249201.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	121_tu
478	NP_249218.1	NP_249202.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	121_tu
