1036	NP_214631.1	NP_217448.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	12_tu
1037	NP_214631.1	NP_217449.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	12_tu
1038	NP_214631.1	NP_217450.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	12_tu
1039	NP_214631.1	NP_217451.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	12_tu
1040	NP_214631.1	NP_217452.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	12_tu
1041	NP_214631.1	NP_217453.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	12_tu
1042	NP_214631.1	NP_217454.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	12_tu
1043	NP_214631.1	NP_217455.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	12_tu
1044	NP_214631.1	NP_218054.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	13_tu
4_new	NP_214631.1	NP_218375.1	New	Ecoli	2712	1	R	14_tu
5_new	NP_214631.1	NP_218376.1	New	Ecoli	2711	1	R	14_tu
9	NP_214631.1	NP_218430.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	15_tu
1803	NP_214631.1	NP_218431.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	15_tu
6_new	NP_214631.1	YP_177734.1	New	Ecoli	2708	1	F	16_tu
1045	NP_214631.1	YP_177986.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	13_tu
10	NP_214658.1	NP_214658.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	17_tu
7_new	NP_214704.1	NP_215484.3	New	Bacsu	765	1	NOT_STRAND	NOT_TU_REFER
8_new	NP_214710.1	NP_214710.1	New	Bacsu	1900	1	F	18_tu
18_tu	NP_214710.1	NP_214711.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	18_tu
11	NP_214726.1	NP_215087.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	19_tu
1804	NP_214726.1	NP_215088.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	19_tu
1805	NP_214726.1	NP_216110.1	Known	Ecoli	2724	1	F	20_tu
12	NP_214726.1	NP_216111.1	Known	Ecoli	2725	1	F	20_tu
1806	NP_214726.1	NP_216112.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	20_tu
20_tu	NP_214726.1	NP_216113.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	20_tu
1046	NP_214774.1	NP_215976.2	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	21_tu
1047	NP_214774.1	NP_215977.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	21_tu
1048	NP_214774.1	NP_215978.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	21_tu
1049	NP_214774.1	NP_215979.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	21_tu
1050	NP_214774.1	NP_215980.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	21_tu
1051	NP_214774.1	NP_215981.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	21_tu
1052	NP_214774.1	NP_215982.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	21_tu
13	NP_214816.1	NP_214776.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	22_tu
1807	NP_214816.1	NP_214777.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	22_tu
1808	NP_214816.1	NP_214778.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	22_tu
14	NP_214816.1	NP_216038.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	23_tu
2257	NP_214862.1	NP_214519.2	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	24_tu
924	NP_214862.1	NP_214520.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	24_tu
925	NP_214862.1	NP_214521.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	25_tu
2258	NP_214862.1	NP_214567.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	26_tu
2259	NP_214862.1	NP_214568.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	27_tu
2261	NP_214862.1	NP_214570.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	27_tu
2262	NP_214862.1	NP_214571.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	27_tu
926	NP_214862.1	NP_214572.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	27_tu
2263	NP_214862.1	NP_214573.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	28_tu
2264	NP_214862.1	NP_214574.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	28_tu
977	NP_214862.1	NP_214593.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	29_tu
2305	NP_214862.1	NP_214594.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	29_tu
2306	NP_214862.1	NP_214595.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	30_tu
2307	NP_214862.1	NP_214596.2	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	30_tu
2308	NP_214862.1	NP_214597.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	30_tu
30_tu	NP_214862.1	NP_214598.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	30_tu
30_tu	NP_214862.1	NP_214599.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	30_tu
30_tu	NP_214862.1	NP_214600.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	30_tu
30_tu	NP_214862.1	NP_214601.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	30_tu
30_tu	NP_214862.1	NP_214602.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	30_tu
927	NP_214862.1	NP_214622.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	31_tu
928	NP_214862.1	NP_214659.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	32_tu
2265	NP_214862.1	NP_214660.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	32_tu
2266	NP_214862.1	NP_214661.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	33_tu
2267	NP_214862.1	NP_214662.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	34_tu
2268	NP_214862.1	NP_214663.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	34_tu
929	NP_214862.1	NP_214680.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	35_tu
860	NP_214862.1	NP_214681.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	36_tu
861	NP_214862.1	NP_214682.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	36_tu
863	NP_214862.1	NP_214684.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	36_tu
864	NP_214862.1	NP_214685.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	36_tu
865	NP_214862.1	NP_214686.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	36_tu
866	NP_214862.1	NP_214687.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	36_tu
867	NP_214862.1	NP_214688.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	36_tu
868	NP_214862.1	NP_214689.3	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	36_tu
869	NP_214862.1	NP_214690.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	36_tu
870	NP_214862.1	NP_214691.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	36_tu
2221	NP_214862.1	NP_214692.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	36_tu
979	NP_214862.1	NP_214702.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	37_tu
980	NP_214862.1	NP_214725.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	38_tu
2309	NP_214862.1	NP_214746.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	39_tu
981	NP_214862.1	NP_214747.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	39_tu
930	NP_214862.1	NP_214763.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
982	NP_214862.1	NP_214790.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	40_tu
983	NP_214862.1	NP_214855.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	41_tu
41_tu	NP_214862.1	NP_214856.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	41_tu
41_tu	NP_214862.1	NP_214857.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	41_tu
984	NP_214862.1	NP_214861.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	42_tu
1028	NP_214862.1	NP_214862.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	42_tu
2310	NP_214862.1	NP_214863.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	42_tu
931	NP_214862.1	NP_214878.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	43_tu
932	NP_214862.1	NP_214944.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	44_tu
2269	NP_214862.1	NP_214945.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	44_tu
2270	NP_214862.1	NP_214946.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	44_tu
2271	NP_214862.1	NP_214947.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	44_tu
44_tu	NP_214862.1	NP_214948.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	44_tu
105_tu	NP_214862.1	NP_215025.2	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	105_tu
985	NP_214862.1	NP_215083.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	45_tu
986	NP_214862.1	NP_215084.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	45_tu
987	NP_214862.1	NP_215086.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	46_tu
934	NP_214862.1	NP_215149.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
935	NP_214862.1	NP_215150.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
936	NP_214862.1	NP_215151.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
937	NP_214862.1	NP_215156.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	47_tu
2272	NP_214862.1	NP_215157.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	47_tu
2273	NP_214862.1	NP_215158.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	48_tu
938	NP_214862.1	NP_215181.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	49_tu
2274	NP_214862.1	NP_215182.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	49_tu
2311	NP_214862.1	NP_215190.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	50_tu
988	NP_214862.1	NP_215191.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	50_tu
2222	NP_214862.1	NP_215196.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	51_tu
2223	NP_214862.1	NP_215197.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	51_tu
872	NP_214862.1	NP_215199.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	52_tu
873	NP_214862.1	NP_215214.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	53_tu
874	NP_214862.1	NP_215215.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	53_tu
875	NP_214862.1	NP_215216.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	53_tu
876	NP_214862.1	NP_215217.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	53_tu
877	NP_214862.1	NP_215218.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	54_tu
878	NP_214862.1	NP_215219.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	54_tu
879	NP_214862.1	NP_215220.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	54_tu
880	NP_214862.1	NP_215221.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	54_tu
881	NP_214862.1	NP_215222.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	54_tu
882	NP_214862.1	NP_215223.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	54_tu
883	NP_214862.1	NP_215224.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	54_tu
2224	NP_214862.1	NP_215228.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	55_tu
2225	NP_214862.1	NP_215229.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	55_tu
2226	NP_214862.1	NP_215230.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	55_tu
884	NP_214862.1	NP_215232.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	56_tu
885	NP_214862.1	NP_215233.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	56_tu
886	NP_214862.1	NP_215234.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	56_tu
887	NP_214862.1	NP_215235.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	56_tu
888	NP_214862.1	NP_215236.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	56_tu
889	NP_214862.1	NP_215237.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	56_tu
56_tu	NP_214862.1	NP_215238.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	56_tu
989	NP_214862.1	NP_215320.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	57_tu
913	NP_214862.1	NP_215338.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	58_tu
990	NP_214862.1	NP_215400.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	59_tu
2312	NP_214862.1	NP_215401.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	59_tu
991	NP_214862.1	NP_215482.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	60_tu
992	NP_214862.1	NP_215483.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	60_tu
2313	NP_214862.1	NP_215484.3	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	60_tu
2314	NP_214862.1	NP_215485.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	60_tu
2275	NP_214862.1	NP_215501.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	61_tu
2276	NP_214862.1	NP_215502.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	61_tu
939	NP_214862.1	NP_215503.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	61_tu
2277	NP_214862.1	NP_215696.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	62_tu
2278	NP_214862.1	NP_215697.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	62_tu
940	NP_214862.1	NP_215698.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	62_tu
941	NP_214862.1	NP_215699.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	62_tu
890	NP_214862.1	NP_215700.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	63_tu
891	NP_214862.1	NP_215701.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	64_tu
2281	NP_214862.1	NP_215713.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	65_tu
942	NP_214862.1	NP_215714.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	65_tu
943	NP_214862.1	NP_215813.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	66_tu
944	NP_214862.1	NP_215814.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	67_tu
2282	NP_214862.1	NP_215815.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	68_tu
2283	NP_214862.1	NP_215816.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	68_tu
2284	NP_214862.1	NP_215817.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	68_tu
993	NP_214862.1	NP_215819.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	69_tu
994	NP_214862.1	NP_215820.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	69_tu
2315	NP_214862.1	NP_215821.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	69_tu
2316	NP_214862.1	NP_215822.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	69_tu
2317	NP_214862.1	NP_215823.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	69_tu
2318	NP_214862.1	NP_215824.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	69_tu
2319	NP_214862.1	NP_215825.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	69_tu
2320	NP_214862.1	NP_215826.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	69_tu
2321	NP_214862.1	NP_215827.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	69_tu
2322	NP_214862.1	NP_215828.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	69_tu
2323	NP_214862.1	NP_215847.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
995	NP_214862.1	NP_215848.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
2324	NP_214862.1	NP_215849.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
70_tu	NP_214862.1	NP_215850.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
70_tu	NP_214862.1	NP_215851.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
70_tu	NP_214862.1	NP_215852.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
70_tu	NP_214862.1	NP_215853.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
70_tu	NP_214862.1	NP_215854.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
70_tu	NP_214862.1	NP_215855.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
70_tu	NP_214862.1	NP_215856.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
70_tu	NP_214862.1	NP_215857.1	New	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	70_tu
2325	NP_214862.1	NP_215976.2	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	71_tu
996	NP_214862.1	NP_215977.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	71_tu
2326	NP_214862.1	NP_215978.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	71_tu
2327	NP_214862.1	NP_215979.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	71_tu
2328	NP_214862.1	NP_215980.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	71_tu
2329	NP_214862.1	NP_215981.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	71_tu
2330	NP_214862.1	NP_215982.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	71_tu
945	NP_214862.1	NP_216051.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	72_tu
2331	NP_214862.1	NP_216092.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	73_tu
997	NP_214862.1	NP_216093.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	73_tu
2228	NP_214862.1	NP_216125.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	74_tu
2229	NP_214862.1	NP_216126.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	74_tu
2230	NP_214862.1	NP_216127.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	75_tu
2231	NP_214862.1	NP_216128.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	75_tu
892	NP_214862.1	NP_216129.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	75_tu
893	NP_214862.1	NP_216130.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	75_tu
2251	NP_214862.1	NP_216137.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
915	NP_214862.1	NP_216138.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	76_tu
2285	NP_214862.1	NP_216157.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	77_tu
2286	NP_214862.1	NP_216158.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	77_tu
946	NP_214862.1	NP_216159.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	77_tu
2287	NP_214862.1	NP_216160.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	77_tu
998	NP_214862.1	NP_216249.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
2332	NP_214862.1	NP_216252.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	78_tu
999	NP_214862.1	NP_216253.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	78_tu
1000	NP_214862.1	NP_216254.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	79_tu
947	NP_214862.1	NP_216310.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	80_tu
948	NP_214862.1	NP_216326.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	81_tu
1001	NP_214862.1	NP_216329.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	82_tu
949	NP_214862.1	NP_216342.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
2333	NP_214862.1	NP_216359.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	83_tu
2335	NP_214862.1	NP_216361.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	83_tu
1002	NP_214862.1	NP_216362.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	83_tu
2288	NP_214862.1	NP_216397.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
2289	NP_214862.1	NP_216398.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
950	NP_214862.1	NP_216399.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
2290	NP_214862.1	NP_216400.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
2291	NP_214862.1	NP_216401.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
951	NP_214862.1	NP_216402.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
1003	NP_214862.1	NP_216410.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	R	84_tu
1004	NP_214862.1	NP_216471.2	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	85_tu
2336	NP_214862.1	NP_216472.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	85_tu
2337	NP_214862.1	NP_216473.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	85_tu
1005	NP_214862.1	NP_216512.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	86_tu
1006	NP_214862.1	NP_216513.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	F	87_tu
2252	NP_214862.1	NP_216544.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
2253	NP_214862.1	NP_216545.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
2254	NP_214862.1	NP_216546.1	Known	NOT_REFR_ORG	NOT_REFR_NUM	NULL	NOT_STRAND	NOT_TU_REFER
